,City,Colors Reported,Shape Reported,State,Time,Date,Location
15386,Dubois,,FIREBALL,PA,00:00,1999-11-28,"Dubois, PA"
15387,North Miami,RED GREEN,OTHER,FL,00:20,1999-11-28,"North Miami, FL"
15388,Romeo,,CIGAR,MI,08:00,1999-11-28,"Romeo, MI"
15389,Rachel,,SPHERE,NV,20:00,1999-11-28,"Rachel, NV"
15390,Greensburg,YELLOW GREEN,FIREBALL,IN,20:30,1999-11-28,"Greensburg, IN"
15391,Pittsburgh,,FIREBALL,PA,20:45,1999-11-28,"Pittsburgh, PA"
15392,Birch Run,,SPHERE,MI,20:53,1999-11-28,"Birch Run, MI"
15393,San Antonio,,,TX,21:30,1999-11-28,"San Antonio, TX"
15394,Green Valley,,LIGHT,CA,17:00,1999-11-29,"Green Valley, CA"
15395,San Diego,GREEN,SPHERE,CA,20:30,1999-11-29,"San Diego, CA"
15396,Phoenix,,FIREBALL,AZ,21:15,1999-11-29,"Phoenix, AZ"
15397,Cerritos,,DISK,CA,22:15,1999-11-29,"Cerritos, CA"
15398,Fulton,,CIRCLE,MO,22:40,1999-11-29,"Fulton, MO"
15399,Lancaster,,TRIANGLE,CA,00:00,1999-11-30,"Lancaster, CA"
15400,New Holland,RED GREEN,DISK,OH,00:30,1999-11-30,"New Holland, OH"
15401,Jackson,GREEN,FIREBALL,MI,01:45,1999-11-30,"Jackson, MI"
15402,Iowa City,,SPHERE,IA,05:40,1999-11-30,"Iowa City, IA"
15403,Deerfield Beach,,CIRCLE,FL,07:00,1999-11-30,"Deerfield Beach, FL"
15404,Cucamonga,,,CA,15:39,1999-11-30,"Cucamonga, CA"
15405,Bloomington,,LIGHT,IL,18:00,1999-11-30,"Bloomington, IL"
15406,Ft. Scott,,CIRCLE,KS,18:45,1999-11-30,"Ft. Scott, KS"
15407,Palm Springs,,OVAL,CA,18:45,1999-11-30,"Palm Springs, CA"
15408,Ephrata,,,WA,19:00,1999-11-30,"Ephrata, WA"
15409,Blue Springs,,FIREBALL,MO,20:45,1999-11-30,"Blue Springs, MO"
15410,Cumming,,CIRCLE,GA,22:00,1999-11-30,"Cumming, GA"
15411,Pasadena,,FLASH,TX,04:50,1999-12-01,"Pasadena, TX"
15412,Ceder Lake,RED,LIGHT,IN,06:00,1999-12-01,"Ceder Lake, IN"
15413,Chanute,,VARIOUS,KS,16:00,1999-12-01,"Chanute, KS"
15414,Grandview,,FORMATION,WA,20:00,1999-12-01,"Grandview, WA"
15415,Columbia,,TRIANGLE,MO,21:45,1999-12-01,"Columbia, MO"
15416,Columbia,,TRIANGLE,MO,21:55,1999-12-01,"Columbia, MO"
15417,Madison,,FORMATION,WI,22:00,1999-12-01,"Madison, WI"
15418,Kennesaw,,LIGHT,GA,23:00,1999-12-01,"Kennesaw, GA"
15419,Reidsville,,DISK,NC,23:00,1999-12-01,"Reidsville, NC"
15420,San Bernadino,,,CA,23:00,1999-12-01,"San Bernadino, CA"
15421,Fairborn,,,OH,02:00,1999-12-02,"Fairborn, OH"
15422,Seattle,,LIGHT,WA,17:10,1999-12-02,"Seattle, WA"
15423,McLean,RED BLUE,,VA,19:30,1999-12-02,"McLean, VA"
15424,Kent,,CIRCLE,WA,21:00,1999-12-02,"Kent, WA"
15425,Warm Springs,,SPHERE,NV,00:08,1999-12-03,"Warm Springs, NV"
15426,Rochester,,,NY,02:15,1999-12-03,"Rochester, NY"
15427,Saddle Mountains,,,WA,16:00,1999-12-03,"Saddle Mountains, WA"
15428,Santa Clarita,,CIRCLE,CA,16:50,1999-12-03,"Santa Clarita, CA"
15429,Lodi,,FIREBALL,CA,19:30,1999-12-03,"Lodi, CA"
15430,Colorado,,,CO,21:00,1999-12-03,"Colorado, CO"
15431,Corralitos,,DISK,CA,22:00,1999-12-03,"Corralitos, CA"
15432,Union City,,FIREBALL,GA,00:40,1999-12-04,"Union City, GA"
15433,Deming,,VARIOUS,NM,02:00,1999-12-04,"Deming, NM"
15434,New York City,,LIGHT,NY,11:00,1999-12-04,"New York City, NY"
15435,Fort Meade,,LIGHT,MD,21:00,1999-12-04,"Fort Meade, MD"
15436,Coolidge,RED,TRIANGLE,AZ,00:05,1999-12-05,"Coolidge, AZ"
15437,Manchester,BLUE,LIGHT,TN,04:00,1999-12-05,"Manchester, TN"
15438,Birmingham,,SPHERE,AL,04:20,1999-12-05,"Birmingham, AL"
15439,Colombiana,,RECTANGLE,AL,04:20,1999-12-05,"Colombiana, AL"
15440,Weogufka,,FIREBALL,AL,04:20,1999-12-05,"Weogufka, AL"
15441,Sterrett,,DISK,AL,04:25,1999-12-05,"Sterrett, AL"
15442,Toney,,FIREBALL,AL,04:30,1999-12-05,"Toney, AL"
15443,Dalton,YELLOW,CIRCLE,GA,05:05,1999-12-05,"Dalton, GA"
15444,Knoxville,,FIREBALL,TN,05:15,1999-12-05,"Knoxville, TN"
15445,Cassville,,CONE,GA,05:45,1999-12-05,"Cassville, GA"
15446,Guyton,,CIRCLE,GA,17:50,1999-12-05,"Guyton, GA"
15447,Burna,,,KY,18:30,1999-12-05,"Burna, KY"
15448,Cleveland,ORANGE,CIRCLE,NC,20:30,1999-12-05,"Cleveland, NC"
15449,Dallas,,LIGHT,TX,21:00,1999-12-05,"Dallas, TX"
15450,Alliance,,OTHER,OH,22:00,1999-12-05,"Alliance, OH"
15451,Lutz,,LIGHT,FL,22:14,1999-12-05,"Lutz, FL"
15452,San Diego,,FIREBALL,CA,23:00,1999-12-05,"San Diego, CA"
15453,Marshall,,FIREBALL,MO,11:00,1999-12-06,"Marshall, MO"
15454,Costa Mesa,,,CA,11:30,1999-12-06,"Costa Mesa, CA"
15455,San Diego,,,CA,16:45,1999-12-06,"San Diego, CA"
15456,Indian Springs AFB,,LIGHT,NV,03:30,1999-12-07,"Indian Springs AFB, NV"
15457,Dawsonville,,TRIANGLE,GA,18:30,1999-12-07,"Dawsonville, GA"
15458,Gramercy,,TRIANGLE,LA,18:45,1999-12-07,"Gramercy, LA"
15459,Naples,,LIGHT,ME,19:30,1999-12-07,"Naples, ME"
15460,Tomah,GREEN,CHEVRON,WI,20:00,1999-12-07,"Tomah, WI"
15461,Emory,,SPHERE,TX,20:05,1999-12-07,"Emory, TX"
15462,Columbus,,LIGHT,OH,21:00,1999-12-07,"Columbus, OH"
15463,Seattle,BLUE,LIGHT,WA,17:40,1999-12-08,"Seattle, WA"
15464,Greenville,,TRIANGLE,NH,18:15,1999-12-08,"Greenville, NH"
15465,Millersburg,,CHEVRON,MO,19:30,1999-12-08,"Millersburg, MO"
15466,Columbia,,TRIANGLE,MO,21:30,1999-12-08,"Columbia, MO"
15467,Reno,,DISK,NV,11:00,1999-12-09,"Reno, NV"
15468,Fort Lewis,,SPHERE,WA,17:30,1999-12-09,"Fort Lewis, WA"
15469,Purdy,GREEN,FIREBALL,WA,18:00,1999-12-09,"Purdy, WA"
15470,Lyle,ORANGE,FIREBALL,WA,18:15,1999-12-09,"Lyle, WA"
15471,Scottsdale,,VARIOUS,AZ,21:50,1999-12-09,"Scottsdale, AZ"
15472,Rupert,,LIGHT,ID,22:00,1999-12-09,"Rupert, ID"
15473,Big Spring,,LIGHT,TX,22:30,1999-12-09,"Big Spring, TX"
15474,OSU Experiment station,,EGG,OR,15:32,1999-12-10,"OSU Experiment station, OR"
15475,Sherman Oaks,,OTHER,CA,16:45,1999-12-10,"Sherman Oaks, CA"
15476,Grand Rapids,,OTHER,MI,21:30,1999-12-10,"Grand Rapids, MI"
15477,Woodinville,,LIGHT,WA,22:00,1999-12-10,"Woodinville, WA"
15478,Columbia,,TRIANGLE,MO,22:15,1999-12-10,"Columbia, MO"
15479,Woodbridge,,TEARDROP,NJ,22:29,1999-12-10,"Woodbridge, NJ"
15480,Smithton,,FIREBALL,IL,03:00,1999-12-11,"Smithton, IL"
15481,Rocky Mount,,FIREBALL,NC,18:00,1999-12-11,"Rocky Mount, NC"
15482,Stilwell,,FORMATION,OK,18:00,1999-12-11,"Stilwell, OK"
15483,Lamar,,DISK,CO,21:00,1999-12-11,"Lamar, CO"
15484,La Plata,,,MD,03:30,1999-12-12,"La Plata, MD"
15485,Sunnyside,,OTHER,WA,06:30,1999-12-12,"Sunnyside, WA"
15486,Orlando,,DIAMOND,FL,20:15,1999-12-12,"Orlando, FL"
15487,Longmont,,TRIANGLE,CO,21:30,1999-12-12,"Longmont, CO"
15488,Savannah,,,GA,05:30,1999-12-13,"Savannah, GA"
15489,Michigan,ORANGE,LIGHT,MI,15:40,1999-12-13,"Michigan, MI"
15490,Puyallup,,TRIANGLE,WA,21:00,1999-12-13,"Puyallup, WA"
15491,Las Animas,,FIREBALL,CO,23:40,1999-12-13,"Las Animas, CO"
15492,Pocasset,,OTHER,OK,01:47,1999-12-14,"Pocasset, OK"
15493,Seagrove Beach,,LIGHT,FL,05:04,1999-12-14,"Seagrove Beach, FL"
15494,Santa Cruz,,LIGHT,CA,07:45,1999-12-14,"Santa Cruz, CA"
15495,Roanoke,,TEARDROP,VA,16:52,1999-12-14,"Roanoke, VA"
15496,Atlanta,,FIREBALL,GA,21:30,1999-12-14,"Atlanta, GA"
15497,North Syracuse,,LIGHT,NY,00:00,1999-12-15,"North Syracuse, NY"
15498,Wilkinson County,,SPHERE,GA,00:00,1999-12-15,"Wilkinson County, GA"
15499,Athens,,TRIANGLE,OH,17:30,1999-12-15,"Athens, OH"
15500,Woodville,,DIAMOND,NC,17:45,1999-12-15,"Woodville, NC"
15501,Katy,BLUE,FIREBALL,TX,19:00,1999-12-15,"Katy, TX"
15502,Mountain Grove,ORANGE,LIGHT,MO,19:30,1999-12-15,"Mountain Grove, MO"
15503,Omaha,,CIRCLE,NE,20:00,1999-12-15,"Omaha, NE"
15504,Gibsonville,,SPHERE,NC,07:15,1999-12-16,"Gibsonville, NC"
15505,Pico Rivera,,CYLINDER,CA,09:50,1999-12-16,"Pico Rivera, CA"
15506,Greensboro,,CYLINDER,NC,10:30,1999-12-16,"Greensboro, NC"
15507,Sun Prairie,,LIGHT,WI,19:45,1999-12-16,"Sun Prairie, WI"
15508,Rock Hill,,LIGHT,NY,20:00,1999-12-16,"Rock Hill, NY"
15509,Plainview,,TRIANGLE,NY,21:30,1999-12-16,"Plainview, NY"
15510,Charlotte,,TRIANGLE,NC,03:00,1999-12-17,"Charlotte, NC"
15511,Marietta,,LIGHT,GA,05:45,1999-12-17,"Marietta, GA"
15512,Ashgrove,,OTHER,MO,22:15,1999-12-17,"Ashgrove, MO"
15513,Windser,ORANGE,VARIOUS,CA,23:15,1999-12-17,"Windser, CA"
15514,Groveland,,TRIANGLE,IL,22:30,1999-12-18,"Groveland, IL"
15515,Houston,,DISK,TX,01:15,1999-12-19,"Houston, TX"
15516,Santa Fe,,CIRCLE,NM,02:30,1999-12-19,"Santa Fe, NM"
15517,Spring Hill,ORANGE,VARIOUS,TN,03:00,1999-12-19,"Spring Hill, TN"
15518,Kent,,OVAL,WA,18:30,1999-12-19,"Kent, WA"
15519,Branford,,LIGHT,CT,01:00,1999-12-20,"Branford, CT"
15520,Browns Valley,GREEN,DISK,CA,04:00,1999-12-20,"Browns Valley, CA"
15521,Canton,,CIRCLE,MA,18:54,1999-12-20,"Canton, MA"
15522,Murrieta,RED,LIGHT,CA,20:00,1999-12-20,"Murrieta, CA"
15523,Woodbridge,,FORMATION,CT,22:00,1999-12-20,"Woodbridge, CT"
15524,Trenton,GREEN,LIGHT,IL,23:30,1999-12-20,"Trenton, IL"
15525,Point Arena,,,CA,03:00,1999-12-21,"Point Arena, CA"
15526,Toledo,,OVAL,WA,06:45,1999-12-21,"Toledo, WA"
15527,Seatac,,SPHERE,WA,13:30,1999-12-21,"Seatac, WA"
15528,Portland,,LIGHT,OR,17:00,1999-12-21,"Portland, OR"
15529,Lakewood,,DISK,CO,20:00,1999-12-21,"Lakewood, CO"
15530,Onodaga twp.,,DIAMOND,MI,22:20,1999-12-21,"Onodaga twp., MI"
15531,Jacksonville,,DISK,FL,02:00,1999-12-22,"Jacksonville, FL"
15532,Clinton,,LIGHT,IN,06:30,1999-12-22,"Clinton, IN"
15533,Merrimac,RED,DIAMOND,WI,07:00,1999-12-22,"Merrimac, WI"
15534,Salt Lake City,,FORMATION,UT,07:30,1999-12-22,"Salt Lake City, UT"
15535,Hot Springs,,FLASH,AR,10:05,1999-12-22,"Hot Springs, AR"
15536,New York City,,,NY,19:00,1999-12-22,"New York City, NY"
15537,Lackawaxen,,TRIANGLE,PA,19:14,1999-12-22,"Lackawaxen, PA"
15538,White Sands,,LIGHT,NM,19:15,1999-12-22,"White Sands, NM"
15539,Baton Rouge,,OTHER,LA,22:30,1999-12-22,"Baton Rouge, LA"
15540,Moses Lake,,OTHER,WA,17:00,1999-12-23,"Moses Lake, WA"
15541,Norman,YELLOW,SPHERE,OK,17:20,1999-12-23,"Norman, OK"
15542,Savannah,BLUE,EGG,GA,19:20,1999-12-23,"Savannah, GA"
15543,Fulton,,TRIANGLE,AR,20:30,1999-12-23,"Fulton, AR"
15544,Howard,,LIGHT,CO,22:15,1999-12-23,"Howard, CO"
15545,Atlantic City area,,LIGHT,NJ,04:00,1999-12-24,"Atlantic City area, NJ"
15546,Augusta,,OVAL,MT,07:45,1999-12-24,"Augusta, MT"
15547,Miami,RED,CIRCLE,FL,21:00,1999-12-24,"Miami, FL"
15548,Youngstown,,TRIANGLE,OH,23:24,1999-12-24,"Youngstown, OH"
15549,Milton,,TRIANGLE,TN,23:55,1999-12-24,"Milton, TN"
15550,Columbia,,TRIANGLE,MO,03:30,1999-12-25,"Columbia, MO"
15551,Nashville,,LIGHT,TN,04:00,1999-12-25,"Nashville, TN"
15552,Mansfield,,OTHER,OH,09:30,1999-12-25,"Mansfield, OH"
15553,Wellington,,OVAL,OH,11:40,1999-12-25,"Wellington, OH"
15554,Lake Elsinore,ORANGE,TRIANGLE,CA,19:30,1999-12-25,"Lake Elsinore, CA"
15555,Pleasanton,,CIGAR,TX,19:30,1999-12-25,"Pleasanton, TX"
15556,Poughkeepsie,,CHEVRON,NY,19:30,1999-12-25,"Poughkeepsie, NY"
15557,Spring Hill,,TRIANGLE,KS,22:30,1999-12-25,"Spring Hill, KS"
15558,Mt Vernon,,CHEVRON,MO,23:00,1999-12-25,"Mt Vernon, MO"
15559,Gold Canyon,,LIGHT,AZ,00:00,1999-12-26,"Gold Canyon, AZ"
15560,Deer Lake,,LIGHT,PA,01:17,1999-12-26,"Deer Lake, PA"
15561,Huntington,,,WV,06:45,1999-12-26,"Huntington, WV"
15562,Sparks,ORANGE,TRIANGLE,NV,17:00,1999-12-26,"Sparks, NV"
15563,Vancouver,,,WA,18:12,1999-12-26,"Vancouver, WA"
15564,Springfield,,LIGHT,MO,19:00,1999-12-26,"Springfield, MO"
15565,Dallas,ORANGE,FIREBALL,AR,19:30,1999-12-26,"Dallas, AR"
15566,Larose,,,LA,19:55,1999-12-26,"Larose, LA"
15567,Boca Raton,,LIGHT,FL,20:00,1999-12-26,"Boca Raton, FL"
15568,New Orleans,,LIGHT,LA,20:00,1999-12-26,"New Orleans, LA"
15569,Jamaica Estates,BLUE,LIGHT,NY,20:25,1999-12-26,"Jamaica Estates, NY"
15570,Jamaica Estates,BLUE,LIGHT,NY,20:25,1999-12-26,"Jamaica Estates, NY"
15571,Spring Creek,,,NV,21:00,1999-12-26,"Spring Creek, NV"
15572,Portland,,,OR,22:30,1999-12-26,"Portland, OR"
15573,Temple City,ORANGE,SPHERE,CA,22:30,1999-12-26,"Temple City, CA"
15574,Ponchatoula,,DIAMOND,LA,23:00,1999-12-26,"Ponchatoula, LA"
15575,San Diego,,TRIANGLE,CA,23:30,1999-12-26,"San Diego, CA"
15576,South Berwick,RED,LIGHT,ME,00:00,1999-12-27,"South Berwick, ME"
15577,Hialeah,,OTHER,FL,05:35,1999-12-27,"Hialeah, FL"
15578,Reno,,SPHERE,NV,19:30,1999-12-27,"Reno, NV"
15579,Salem,,DIAMOND,OR,21:30,1999-12-27,"Salem, OR"
15580,Dallas,,,TX,02:00,1999-12-28,"Dallas, TX"
15581,Lake Shasta,,LIGHT,CA,02:00,1999-12-28,"Lake Shasta, CA"
15582,Sterling,,DISK,IL,05:00,1999-12-28,"Sterling, IL"
15583,Brigham City,,FIREBALL,UT,05:13,1999-12-28,"Brigham City, UT"
15584,Saint Charles Township,,TRIANGLE,IL,20:00,1999-12-28,"Saint Charles Township, IL"
15585,Elisabeth,,LIGHT,CO,22:00,1999-12-28,"Elisabeth, CO"
15586,SC,RED ORANGE,FIREBALL,SC,22:00,1999-12-28,"SC, SC"
15587,Lakeland,ORANGE,FIREBALL,FL,23:05,1999-12-28,"Lakeland, FL"
15588,Stockbridge,,,GA,04:15,1999-12-29,"Stockbridge, GA"
15589,D'Hanis,,,TX,05:00,1999-12-29,"D'Hanis, TX"
15590,Denver,,CHEVRON,CO,17:50,1999-12-29,"Denver, CO"
15591,Denver,,,CO,18:00,1999-12-29,"Denver, CO"
15592,Huntington,,LIGHT,WV,19:20,1999-12-29,"Huntington, WV"
15593,McMinnville,,,TN,00:09,1999-12-30,"McMinnville, TN"
15594,Gansevoort,YELLOW GREEN,SPHERE,NY,19:30,1999-12-30,"Gansevoort, NY"
15595,Newman Lake,,OTHER,WA,00:23,1999-12-31,"Newman Lake, WA"
15596,Las Vegas,,CIRCLE,NV,17:30,1999-12-31,"Las Vegas, NV"
15597,Florissant,ORANGE,,MO,19:30,1999-12-31,"Florissant, MO"
15598,Dover,,CIRCLE,FL,20:30,1999-12-31,"Dover, FL"
15599,Rockford,RED,SPHERE,IL,22:00,1999-12-31,"Rockford, IL"
15600,Loves Park,,CIRCLE,IL,23:20,1999-12-31,"Loves Park, IL"
15601,Rockford,ORANGE,LIGHT,IL,23:30,1999-12-31,"Rockford, IL"
15602,Santee,,FORMATION,CA,23:42,1999-12-31,"Santee, CA"
15603,Keys,,OTHER,CA,23:47,1999-12-31,"Keys, CA"
15604,Keys,,VARIOUS,CA,23:48,1999-12-31,"Keys, CA"
15605,Bellflower,,FIREBALL,CA,23:59,1999-12-31,"Bellflower, CA"
15606,Bakersfield,,,CA,00:01,2000-01-01,"Bakersfield, CA"
15607,New York City,,SPHERE,NY,00:01,2000-01-01,"New York City, NY"
15608,Los Angeles,,,CA,00:03,2000-01-01,"Los Angeles, CA"
15609,San Diego,GREEN,LIGHT,CA,00:23,2000-01-01,"San Diego, CA"
15610,Laporte,,OTHER,TX,02:13,2000-01-01,"Laporte, TX"
15611,Bellefontaine,RED,LIGHT,OH,03:00,2000-01-01,"Bellefontaine, OH"
15612,Nellis AFB,,LIGHT,NV,03:30,2000-01-01,"Nellis AFB, NV"
15613,Clovis,,LIGHT,CA,05:00,2000-01-01,"Clovis, CA"
15614,Gurnee,,LIGHT,IL,14:45,2000-01-01,"Gurnee, IL"
15615,San Francisco,,LIGHT,CA,16:20,2000-01-01,"San Francisco, CA"
15616,Medford,,FORMATION,OR,17:00,2000-01-01,"Medford, OR"
15617,Houston,,FLASH,TX,20:30,2000-01-01,"Houston, TX"
15618,Patoka,,TRIANGLE,IL,21:00,2000-01-01,"Patoka, IL"
15619,Houston,GREEN,SPHERE,TX,21:35,2000-01-01,"Houston, TX"
15620,Evansville,,CIGAR,IN,22:00,2000-01-01,"Evansville, IN"
15621,Erath,,EGG,LA,23:00,2000-01-01,"Erath, LA"
15622,Coral Springs,,,FL,23:30,2000-01-01,"Coral Springs, FL"
15623,Jacksonville,,RECTANGLE,FL,00:00,2000-01-02,"Jacksonville, FL"
15624,Mesa,,OVAL,AZ,00:30,2000-01-02,"Mesa, AZ"
15625,Chandler,,DIAMOND,AZ,18:30,2000-01-02,"Chandler, AZ"
15626,Murrieta,,FIREBALL,CA,19:33,2000-01-02,"Murrieta, CA"
15627,Kennewick,,LIGHT,WA,19:34,2000-01-02,"Kennewick, WA"
15628,Oroville,,LIGHT,CA,20:00,2000-01-02,"Oroville, CA"
15629,Studio City,BLUE,RECTANGLE,CA,21:00,2000-01-02,"Studio City, CA"
15630,Anaheim Hills,GREEN,LIGHT,CA,21:30,2000-01-02,"Anaheim Hills, CA"
15631,Redlands,GREEN,FIREBALL,CA,21:30,2000-01-02,"Redlands, CA"
15632,Temecula,GREEN,FIREBALL,CA,21:30,2000-01-02,"Temecula, CA"
15633,Glendale,,FIREBALL,CA,21:33,2000-01-02,"Glendale, CA"
15634,Big Bear Lake,BLUE,OTHER,CA,21:35,2000-01-02,"Big Bear Lake, CA"
15635,La Quinta,,FORMATION,CA,21:35,2000-01-02,"La Quinta, CA"
15636,Sanger,BLUE,OTHER,CA,21:35,2000-01-02,"Sanger, CA"
15637,Claremont,,,CA,21:36,2000-01-02,"Claremont, CA"
15638,Vista,,DISK,CA,21:37,2000-01-02,"Vista, CA"
15639,Jurupa,BLUE,LIGHT,CA,21:40,2000-01-02,"Jurupa, CA"
15640,San Fernando Valley,,TRIANGLE,CA,21:40,2000-01-02,"San Fernando Valley, CA"
15641,Sierra Madre,GREEN,FIREBALL,CA,21:50,2000-01-02,"Sierra Madre, CA"
15642,Tustin,BLUE,LIGHT,CA,22:00,2000-01-02,"Tustin, CA"
15643,South Pasadena,,CHEVRON,CA,22:40,2000-01-02,"South Pasadena, CA"
15644,no data,,TRIANGLE,NV,23:00,2000-01-02,"no data, NV"
15645,El Centro,,OTHER,CA,07:30,2000-01-03,"El Centro, CA"
15646,Union City,,CIGAR,TN,15:18,2000-01-03,"Union City, TN"
15647,West Manchester,,LIGHT,OH,21:30,2000-01-03,"West Manchester, OH"
15648,Reno,,LIGHT,NV,22:43,2000-01-03,"Reno, NV"
15649,Union,,TRIANGLE,MO,03:15,2000-01-04,"Union, MO"
15650,Duryea,RED GREEN BLUE,OVAL,PA,19:00,2000-01-04,"Duryea, PA"
15651,Scottsdale,,LIGHT,AZ,20:30,2000-01-04,"Scottsdale, AZ"
15652,Coleman,,FIREBALL,TX,21:30,2000-01-04,"Coleman, TX"
15653,Dupo,,TRIANGLE,IL,23:35,2000-01-04,"Dupo, IL"
15654,Spokane,,,WA,00:00,2000-01-05,"Spokane, WA"
15655,Florissant,,RECTANGLE,MO,02:00,2000-01-05,"Florissant, MO"
15656,Florissant,,RECTANGLE,MO,02:00,2000-01-05,"Florissant, MO"
15657,Caseyville,RED ORANGE,OTHER,IL,04:00,2000-01-05,"Caseyville, IL"
15658,"Summerfield,",,VARIOUS,IL,04:15,2000-01-05,"Summerfield,, IL"
15659,Edwardsville,,TRIANGLE,IL,04:25,2000-01-05,"Edwardsville, IL"
15660,St. Louis,,,MO,04:30,2000-01-05,"St. Louis, MO"
15661,Milton,,TRIANGLE,MA,05:00,2000-01-05,"Milton, MA"
15662,Exton,BLUE,CYLINDER,PA,09:50,2000-01-05,"Exton, PA"
15663,Hawkinsville,,TRIANGLE,GA,19:55,2000-01-05,"Hawkinsville, GA"
15664,Galesburg,,TRIANGLE,IL,20:00,2000-01-05,"Galesburg, IL"
15665,Ramona,,LIGHT,CA,21:00,2000-01-05,"Ramona, CA"
15666,Lakemoor,,TRIANGLE,IL,22:45,2000-01-05,"Lakemoor, IL"
15667,"Rock Spings, 2miles west of",,,WY,05:45,2000-01-06,"Rock Spings, 2miles west of, WY"
15668,York,,CIGAR,PA,10:25,2000-01-06,"York, PA"
15669,San Francisco,,CHEVRON,CA,15:00,2000-01-06,"San Francisco, CA"
15670,Riley County,,TEARDROP,KS,16:00,2000-01-06,"Riley County, KS"
15671,Austell,BLUE,FIREBALL,GA,22:00,2000-01-06,"Austell, GA"
15672,Edgewood,,SPHERE,WA,00:10,2000-01-07,"Edgewood, WA"
15673,Rock Island,,CIRCLE,IL,05:15,2000-01-07,"Rock Island, IL"
15674,Las Vegas,,,NV,16:20,2000-01-07,"Las Vegas, NV"
15675,Citrus Heights,,,CA,19:00,2000-01-07,"Citrus Heights, CA"
15676,Three Rivers,GREEN,FIREBALL,MI,21:35,2000-01-07,"Three Rivers, MI"
15677,Westwood,,FORMATION,CA,21:40,2000-01-07,"Westwood, CA"
15678,Citrus Heights,,LIGHT,CA,22:45,2000-01-07,"Citrus Heights, CA"
15679,Montgomery,,TRIANGLE,AL,23:00,2000-01-07,"Montgomery, AL"
15680,Knoxville,,CIGAR,TN,07:30,2000-01-08,"Knoxville, TN"
15681,Maitland,ORANGE YELLOW,FORMATION,FL,16:45,2000-01-08,"Maitland, FL"
15682,Kent,,VARIOUS,CT,17:00,2000-01-08,"Kent, CT"
15683,Maitland,RED,LIGHT,FL,17:00,2000-01-08,"Maitland, FL"
15684,Las Vegas Blvd.,,LIGHT,NV,00:20,2000-01-09,"Las Vegas Blvd., NV"
15685,Los Angeles,ORANGE,SPHERE,CA,17:30,2000-01-09,"Los Angeles, CA"
15686,Guyton,,CIRCLE,GA,19:07,2000-01-09,"Guyton, GA"
15687,Grand Junction,BLUE,FIREBALL,CO,21:50,2000-01-09,"Grand Junction, CO"
15688,Amarillo,,LIGHT,TX,23:00,2000-01-09,"Amarillo, TX"
15689,Sanford,,LIGHT,ME,23:25,2000-01-09,"Sanford, ME"
15690,Brentwood,,DISK,TN,09:15,2000-01-10,"Brentwood, TN"
15691,Mannford,,OVAL,OK,19:15,2000-01-10,"Mannford, OK"
15692,Sevierville,,OVAL,TN,20:30,2000-01-10,"Sevierville, TN"
15693,Conroe,,LIGHT,TX,21:00,2000-01-10,"Conroe, TX"
15694,San Diego,,LIGHT,CA,21:30,2000-01-10,"San Diego, CA"
15695,Erie,,,PA,22:00,2000-01-10,"Erie, PA"
15696,Westchester,,TRIANGLE,IL,02:00,2000-01-11,"Westchester, IL"
15697,Brownell,RED BLUE,,KS,11:15,2000-01-11,"Brownell, KS"
15698,Boise,,,ID,21:00,2000-01-11,"Boise, ID"
15699,Atlanta,BLUE,SPHERE,GA,22:00,2000-01-11,"Atlanta, GA"
15700,Denver,RED ORANGE GREEN,FIREBALL,CO,22:10,2000-01-11,"Denver, CO"
15701,San Diego,,OVAL,CA,22:40,2000-01-11,"San Diego, CA"
15702,Northbrook,,DISK,IL,00:22,2000-01-12,"Northbrook, IL"
15703,Los Angeles,YELLOW BLUE,DISK,CA,01:31,2000-01-12,"Los Angeles, CA"
15704,Snohomish,,TRIANGLE,WA,18:20,2000-01-12,"Snohomish, WA"
15705,Galesburg,ORANGE,FIREBALL,IL,00:00,2000-01-13,"Galesburg, IL"
15706,Jacksonville,,,FL,03:00,2000-01-13,"Jacksonville, FL"
15707,Pine Mountain,,LIGHT,AR,06:30,2000-01-13,"Pine Mountain, AR"
15708,Phoenix,,CIRCLE,AZ,15:45,2000-01-13,"Phoenix, AZ"
15709,Louisville,BLUE,FIREBALL,KY,22:30,2000-01-13,"Louisville, KY"
15710,Mt. Vernon,RED,DISK,WA,06:30,2000-01-14,"Mt. Vernon, WA"
15711,Houston,,DISK,TX,12:25,2000-01-14,"Houston, TX"
15712,Charlesbourg,,RECTANGLE,CA,17:45,2000-01-14,"Charlesbourg, CA"
15713,Louisville,,LIGHT,KY,20:05,2000-01-14,"Louisville, KY"
15714,Monroe,,,CT,02:45,2000-01-15,"Monroe, CT"
15715,Longview,RED,CIGAR,TX,18:00,2000-01-15,"Longview, TX"
15716,St. Louis,,,MO,18:00,2000-01-15,"St. Louis, MO"
15717,Keystone Heights,,CIRCLE,FL,19:00,2000-01-15,"Keystone Heights, FL"
15718,Skowhegan,RED,OVAL,ME,19:10,2000-01-15,"Skowhegan, ME"
15719,Houston,,TRIANGLE,TX,20:00,2000-01-15,"Houston, TX"
15720,Lake Charles,,LIGHT,LA,20:00,2000-01-15,"Lake Charles, LA"
15721,Channelview,,,TX,22:00,2000-01-15,"Channelview, TX"
15722,Milton,,LIGHT,WV,22:00,2000-01-15,"Milton, WV"
